Crew	Level	Craft cost	Uncommon Prime Directive	Basic Casing	Basic Power Cell	Basic Emitter Crystal	Basic Expansion Module	Basic Clothing Pattern	Common Clothing Pattern	Basic Bajoran Phaser	Common Database	Uncommon Database	Common Raktajino	Common Encoded Communique	Common Criminal Activity Report	Uncommon Covert Contacts	Uncommon Clothing Pattern	Basic Polyalloy	Common Polyalloy	Basic Identification Code	Basic Security Reports	Basic Case Files	Uncommon Bajoran PADD	Basic Synthesized Polymer	Basic Alcohol	Common Alcohol	Uncommon Alcohol	Basic Text Book	Common Case Files	Rare Alcohol	Uncommon Spring Wine	Common Orb Experience	Uncommon Security Codes	Basic Optronic Circuit	Common Optronic Circuit	Basic Subprocessor	Basic First Contact Protocol	Basic Holoprogram	Common Ancient Film	Common Holoprogram	Basic Optronic Data Core	Uncommon Polyalloy	Rare Polyalloy	Basic Desktop Monitor	Common Subprocessor	Uncommon Subprocessor	Basic Authorization Code	Common Identification Code	Rare Furs	Basic Database	Uncommon Authorization Code	Common Novel	Rare Database	Super Rare Database	Basic Translation Algorithm	Uncommon Encoded Communique	Uncommon Ancient Film	Super Rare Spices	Uncommon Casing	Rare Casing	Super Rare Clothing Pattern	Common Synthesized Polymer	Uncommon Synthesized Polymer	Basic Isolinear Chips	Uncommon Expansion Module	Super Rare Alcohol	Basic Coffee	Basic Writing PADD	Uncommon Novel	Basic Ancient Film	Common Interlink	Basic Tricorder	Basic Alpha-wave Inducer	Basic Science Experiment	Basic Submicron Scanner	Basic Detronal Scanner	Common Neutron Microscope	Basic TR-580 Medical Tricorder	Common Science Experiment	Common Power Cell	Basic Bone-Knitting Laser	Common Furs	Common Medical Experiment	Basic Scalpel	Basic Autosuture	Common Emitter Crystal	Basic Cortical Stimulator	Common Scalpel	Common Isolinear Chips	Basic Dermal Regenerator	Uncommon Interlink	Basic Hypospray	Common Casing	Common Sensor	Uncommon Sensor	Uncommon Science Experiment	Rare Interlink	Rare Clothing Pattern	Uncommon Isolinear Chips	Basic Writing PADD	Uncommon Medical Experiment	Basic Medical Experiment	Basic Orchids	Rare Isolinear Chips	Common Expansion Module	Super Rare Microconnector	Basic Cortical Monitor	Super Rare Interlink	Basic Physiostimulator	Basic Gravimetric Scanner	Basic Tricorder Mark VII	Basic Writing PADD	Uncommon Furs	Basic Phaser Type 2	Basic Hoverball	Common Spices	Uncommon Spices	Common Gold-Pressed Latinum	Basic Isomodulator	Common Astrometric Chart	Uncommon Astrometric Chart	Basic Sensor	Basic Parametric Scanner	Rare Incense	Rare Gold-Pressed Latinum	Rare Power Cell	Rare Relay	Basic Interphasic Scanner	Rare Subprocessor	Uncommon Relay	Super Rare Synthesized Polymer	Basic TR-590 Tricorder X	Uncommon Bajoran Earring	Uncommon Emitter Crystal	Common Phaser Type 1	Uncommon Phaser Type 1	Rare Synthesized Polymer	Uncommon Raktajino	Common Poker Cards	Uncommon Combadge	Basic Casino Chip	Rare Microconnector	Super Rare Polyalloy	Basic Phaser Type 2	Uncommon Writing PADD	Uncommon Holoprogram	Common Security Codes	Basic Phaser Type 3	Common Authorization Code	Uncommon Tactical Alert	Uncommon Field Rations	Super Rare Casing	Rare Spices	Super Rare Gold-Pressed Latinum	Common Coffee	Basic Isolinear Rod	Basic Starfleet Uniform Pattern	Basic Furs	Basic Combadge	Basic Desktop Monitor	Basic Palm Beacon	Basic Darts	Basic Magnasite-Nitron Tablet	Basic Photon Grenade	Uncommon Microconnector	Super Rare Furs	Basic Micro-Optic Drill	Common Toolbox	Uncommon Scalpel	Basic Hyperspanner	Basic ODN Recoupler	Uncommon Incense	Uncommon Earl Grey Tea	Basic Quantum Chronometer	Uncommon Backpack	Common Microconnector	Basic Neurocortical Monitor	Basic Interlink	Basic Relay	Common Relay	Basic Microconnector	Rare Expansion Module	Basic Subcutaneous Transponder	Rare Sensor	Super Rare Sensor	Basic Phaser Type 2	Basic Encoded Communique	Basic Maquis Security Outfit	Basic Maquis Emblem	Common Maquis Pistol	Common Maquis Emblem	Basic Maquis Command Outfit	Super Rare Isolinear Chips	Basic Incense	Basic Earl Grey Tea	Common 3d Chess Set	Common IDIC	Common Vulcan Meditation Lamp	Uncommon Vulcan Meditation Lamp	Uncommon Power Cell	Rare Emitter Crystal	Uncommon Maquis Pistol	Uncommon IDIC	Basic Communicator	Basic Security Codes	Common Prime Directive	Basic Stun Grenade	Uncommon Optronic Circuit	Basic Interphasic Coil Spanner	Common Self-sealing Stem Bolt	Basic Duotronic Probe	Basic Gravitic Caliper	Common Desealing Rod	Basic Hyperspanner	Basic EPI Capacitor	Basic EJ-7 Interlock	Uncommon Orb Experience	Common Cardassian Encryption Algorithm	Basic Emergency Transponder	Uncommon Cardassian Communicator	Common Cardassian Disruptor Pistol	Common Resistance Cipher	Basic Bajoran Earring	Basic Cardassian Disruptor Pistol	Common Central Command Insignia	Super Rare Emitter Crystal	Uncommon Central Command Insignia	Common Incense	Super Rare Incense	Basic Bajoran PADD	Common Vedek Robes	Uncommon Vedek Robes	Common Bajoran Combadge	Common D'k tahg	Uncommon Klingon Warnog	Uncommon Klingon Armor	Common Agonizer	Common KCA Icon	Uncommon Klingon House Crest	Basic Gagh	Uncommon KCA Icon	Basic Agonizer	Uncommon Bloodwine	Common Gagh	Basic Klingon Baldric	Basic Bloodwine	Common Klingon House Crest	Common Klingon Disruptor Pistol	Common Bat'leth	Basic Klingon Armor	Common Klingon Armor	Basic Klingon Warnog	Uncommon Agonizer	Common Bloodwine	Common Terran Emblem	Basic Mek'leth	Common Starfleet Uniform Pattern	Common Klingon Disruptor Rifle	Uncommon Starfleet Uniform Pattern	Rare Starfleet Uniform Pattern	Super Rare Power Cell	Rare Optronic Circuit	Super Rare Optronic Circuit	Super Rare Subprocessor	Super Rare Relay	Basic Decoupler	Basic Combadge	Uncommon Pattern Enhancer	Super Rare Starfleet Uniform Pattern	Basic Communicator	Basic Spices	Common Writing PADD	Basic Spectral Micrometer	Basic Quantum Oscillator	Basic Radiation Collector	Basic Kurlan Naiskos	Basic Translator	Basic Phaser Type 2	Basic Desktop Monitor	Basic Wrench	Basic Plasma Torch	Basic Micro-Resonator	Basic Laser Scalpel	Basic Flux Coupler	Basic Gold-Pressed Latinum	Basic Starfleet Uniform	Uncommon Gold-Pressed Latinum	Basic Hand Scanner	Common Klingon Warnog	Basic Sonic Driver	Basic Imperial Guard Emblem	Common Andorian Ale	Common Terran Knife	Uncommon Terran Knife	Basic Poisoned Drink	Uncommon Terran Emblem	Uncommon Gagh	Basic Kadis-Kot	Common Tactical Alert	Uncommon Ferengi PADD	Common Phase Pistol	Basic Quantum Flux Regulator	Basic Writing PADD	Basic Vulcan Robes	Basic Medical Scanner	Basic Heavy Scanner	Uncommon Great Material Continuum Texts	Super Rare Expansion Module	Common Field Rations	Basic Variable Field Damper	Uncommon Multidimensional Transporter Device	Common Backpack	Basic Hirogen Hunter Armor	Common Hirogen Hunter Armor	Common Hirogen Alpha Mark	Common Hirogen Tetryon Rifle	Basic Transporter Control Module	Common Hirogen Relic	Basic Compression Rifle	Basic Kazon Furs	Basic Kazon Name	Uncommon Hirogen Scanner	Uncommon Dominion Seal	Common Covert Contacts	Basic Laser Beacon	Common Tulaberry Wine	Basic Dominion PADD	Uncommon Ketracel-white	Basic Dominion Seal	Basic Phaser Type 1	Basic Cardassian Communicator	Common Cardassian PADD	Basic Phaser Type 3	Common Terran Slave Emblem	Uncommon Virtual Display Device	Uncommon Star Empire Icon	Uncommon Romulan Ale	Basic Romulan Encryption Algorithm	Common Romulan Disruptor	Uncommon Romulan Encryption Algorithm	Basic Romulan Ale	Uncommon Jem'Hadar Scanner	Basic Jem'Hadar Knife	Common Jem'Hadar Knife	Common Kazon Disruptor Pistol	Basic Pattern Enhancer	Basic Prime Directive	Basic Klingon Disruptor Pistol	Basic Phaser Type 3	Common Rules of Acquisition	Common Tube Grubs	Basic Tube Grubs	Uncommon Rules of Acquisition	Common Great Material Continuum Texts	Uncommon Tube Grubs	Uncommon Slug-o-Cola	Uncommon Latinum Tooth Sharpener	Common Boy Scout Badge	Basic Romulan Disruptor	Uncommon Kanar	Uncommon Augment Icon	Basic Ceti Eel	Basic Rules of Acquisition	Basic Poker Cards	Common Earl Grey Tea	Basic Starfleet Uniform	Basic Graviton Emitter	Basic Medical Scanner	Uncommon Andorian Rifle	Basic Heavy Duty Tricorder
GI Chakotay	1	666250	0	220	1	0	27	136	26	0	21	5	0	6	0	0	16	44	12	0	2	0	0	0	44	6	2	22	0	0	0	0	3	54	0	0	15	9	2	1	0	16	3	0	0	0	0	7	0	29	2	1	4	0	2	0	0	0	24	4	0	2	0	14	0	0	32	49	0	31	0	0	0	0	4	0	0	8	0	0	0	0	14	0	0	0	0	0	44	0	0	0	12	0	0	0	0	4	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	62	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	7	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	8	28	1	4	0	0	0	0	0	0	0	4	0	0	0	2	1	0	1	0	20	16	0	0	0	0	0	0	0	2	0	9	0	0	52	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rigel VII Vina	1	502600	0	16	0	0	8	110	30	0	25	16	1	1	4	1	8	36	18	0	3	3	0	3	7	0	8	3	5	2	2	1	19	4	4	18	12	7	7	2	2	3	8	6	7	1	4	3	8	24	2	3	20	0	25	1	2	0	0	0	8	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	12	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	3	8	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doctor Chaotica	10	525550	0	61	45	0	6	2	16	0	15	5	0	3	0	3	5	22	0	1	0	0	0	0	8	0	0	4	0	0	0	0	4	15	0	6	8	43	3	17	0	0	4	16	3	0	0	3	0	8	1	0	2	0	12	4	0	0	16	0	0	0	0	4	2	0	0	0	2	0	0	8	0	1	0	0	2	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	22	2	0	3	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klingon Janeway	10	724050	0	142	0	0	0	64	15	0	52	7	0	1	0	1	12	22	60	0	1	1	0	12	8	4	0	0	1	2	0	0	11	0	0	0	6	4	0	0	0	6	18	0	0	0	0	23	0	18	1	1	4	0	0	1	0	0	12	18	0	16	6	0	32	0	0	1	0	0	0	6	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	30	0	0	2	0	12	2	0	0	0	8	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	40	0	0	12	0	10	21	36	4	9	4	10	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colonel Karr	1	638300	0	271	5	2	51	44	10	0	0	3	0	0	0	0	28	36	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	54	4	13	0	21	5	2	6	4	3	1	0	0	1	1	0	0	1	0	2	0	5	0	0	0	12	4	14	0	0	0	3	0	10	42	0	52	0	0	0	36	0	0	0	0	0	0	0	2	0	0	0	3	0	7	20	0	0	0	52	4	6	0	0	12	4	0	0	0	5	0	42	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	2	0	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	33	0	2	7	0	4	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	12	11	1	5	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kolinahr Spock	1	677500	0	16	0	12	0	332	0	0	18	0	0	0	0	0	20	0	24	0	0	0	0	0	18	8	0	18	0	0	0	0	0	0	0	4	10	4	0	0	0	12	0	0	2	0	2	7	0	34	1	2	2	0	16	5	0	0	2	0	2	0	0	4	2	0	0	4	0	0	0	0	8	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	18	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	14	5	5	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ambassador Shras	10	699450	0	39	0	0	4	0	26	0	12	3	0	1	1	1	0	0	0	0	3	2	0	0	1	60	13	0	3	6	0	0	4	0	0	8	30	28	0	0	0	0	0	4	5	4	2	7	0	32	2	1	10	0	12	2	0	0	0	0	2	28	14	0	2	0	0	0	0	0	26	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	112	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	27	0	0	0	108	46	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beloved Annorax	90	283500	0	34	0	0	0	3	4	0	18	6	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	4	4	0	6	0	4	4	0	0	0	0	12	2	0	35	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yelgrun	1	623900	0	2	0	0	0	107	60	0	12	9	0	0	0	8	27	0	0	21	1	1	0	0	45	36	15	9	1	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	2	0	44	22	0	4	2	0	0	0	2	18	4	4	4	0	7	0	0	18	0	5	0	0	0	1	0	2	0	40	1	0	0	2	0	0	2	0	0	0	0	0	0	6	0	12	0	0	1	0	4	0	0	0	0	0	0	0	0	0	18	1	10	16	12	0	0	0	0	3	1	0	4	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	3	4	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	8	5	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dahar Master Koloth	10	795300	0	24	0	0	6	51	6	0	54	7	1	1	4	1	6	2	43	0	20	2	0	0	1	0	4	4	4	4	0	0	14	2	2	26	14	1	1	1	1	0	4	6	17	4	9	16	0	38	1	1	2	0	12	3	1	0	0	8	0	0	15	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	16	0	0	0	32	0	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	6	16	0	0	0	18	0	0	0	0	4	0	2	0	2	0	0	0	0	0	2	3	0	0	0	0	4	0	0	0	1	0	13	5	0	0	2	4	0	0	0	36	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	11	5	0	0	6	1	1	12	2	9	10	2	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colonel Q	30	670450	0	28	0	0	16	28	0	0	67	6	1	1	9	1	20	8	4	0	6	6	0	28	49	20	11	0	13	0	1	0	9	6	6	42	7	7	0	0	0	11	0	16	6	1	1	28	9	14	5	8	15	0	12	7	0	0	23	6	8	12	2	0	0	0	16	2	0	4	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	3	0	0	0	0	1	0	16	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0	8	0	0	0	0	3	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	1	0	0	0	16	0	6	0	4	0	0	21	0	0	8	8	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tora Ziyal	1	564550	0	24	16	0	2	84	20	0	15	18	0	0	0	0	16	5	0	0	0	0	0	0	8	12	7	9	0	2	2	1	0	22	44	8	21	13	1	1	1	0	6	20	28	3	3	0	0	52	0	3	3	3	15	3	0	0	8	4	0	13	8	4	3	2	0	1	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	36	0	1	0	0	9	0	21	0	8	0	0	0	0	0	9	0	9	0	2	0	0	0	0	8	0	3	0	14	1	10	0	0	0	0	0	0	11	1	6	10	0	4	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Warship Yar	60	495950	3	0	6	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	3	8	4	4	0	0	0	0	2	0	2	0	0	0	0	0	6	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	5	2	2	0	0	0	0	1	0	56	0	0	4	36	2	2	0	0	0	0	2	0	150	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	12	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
